epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6983676552772522,0.6983676552772522,0.7105975151062012,0.4817880690097809,0.4817880690097809,0.701503574848175
1,0.733853816986084,0.733853816986084,0.555656373500824,0.4817880690097809,0.4817880690097809,0.7132795453071594
2,0.7494677305221558,0.7494677305221558,0.561815083026886,0.5364238619804382,0.5364238619804382,0.675746500492096
3,0.762952446937561,0.762952446937561,0.5375357866287231,0.7301324605941772,0.7301324605941772,0.5840611457824707
4,0.782824695110321,0.782824695110321,0.4805870056152344,0.48013246059417725,0.48013246059417725,1.1862919330596924
5,0.7665010690689087,0.7665010690689087,0.5440762042999268,0.6009933948516846,0.6009933948516846,0.9911530613899231
6,0.793470561504364,0.793470561504364,0.4690340757369995,0.7168874144554138,0.7168874144554138,0.5573374032974243
7,0.7927608489990234,0.7927608489990234,0.4640748202800751,0.48509934544563293,0.48509934544563293,2.0011816024780273
8,0.8055358529090881,0.8055358529090881,0.4471316933631897,0.4817880690097809,0.4817880690097809,3.3783679008483887
9,0.8232789039611816,0.8232789039611816,0.42700129747390747,0.7367549538612366,0.7367549538612366,1.0750373601913452
10,0.8204400539398193,0.8204400539398193,0.42503949999809265,0.75,0.75,0.6588521003723145
11,0.8310858607292175,0.8310858607292175,0.3668123781681061,0.7367549538612366,0.7367549538612366,0.6243972778320312
12,0.8105039000511169,0.8105039000511169,0.4683142304420471,0.6423841118812561,0.6423841118812561,1.0383892059326172
13,0.8516678214073181,0.8516678214073181,0.35428503155708313,0.5794702172279358,0.5794702172279358,2.27382493019104
14,0.8608942627906799,0.8608942627906799,0.3370274603366852,0.498344361782074,0.498344361782074,2.313664436340332
15,0.8445706367492676,0.8445706367492676,0.3589162230491638,0.753311276435852,0.753311276435852,0.7697720527648926
16,0.8608942627906799,0.8608942627906799,0.35850170254707336,0.4950331151485443,0.4950331151485443,3.094543218612671
