acc,bac,f1s,seed,Algo
0.6639629200463499,0.6642498066511988,0.7304832713754645,0,KNN
0.7288528389339514,0.728855160264673,0.7291666666666665,0,NB
0.6685979142526072,0.6686323794792473,0.677927927927928,0,DT
0.8331402085747392,0.8330647933316147,0.8213399503722084,0,RF
0.816917728852839,0.8168396064277734,0.8034825870646766,0,SVM
0.7531865585168018,0.7531338618200567,0.741190765492102,0,MLP
0.657010428736964,0.6567092034029389,0.7279411764705882,1,KNN
0.7404403244495944,0.7404238635387128,0.7442922374429225,1,NB
0.6755504055619931,0.6755123743232792,0.6860986547085203,1,DT
0.828505214368482,0.8285801753029132,0.8168316831683168,1,RF
0.8331402085747392,0.833199063332474,0.824390243902439,1,SVM
0.7589803012746235,0.7589531236572999,0.7647058823529412,1,MLP
0.6662804171494786,0.6665914754661855,0.7367458866544789,2,KNN
0.7184241019698725,0.7184304373979548,0.7197231833910035,2,NB
0.6859791425260718,0.6860257153905647,0.6978818283166109,2,DT
0.8203939745075318,0.820330626450116,0.8098159509202454,2,RF
0.8261877172653534,0.826117663487153,0.8148148148148148,2,SVM
0.7265353418308227,0.7265913680501848,0.7389380530973452,2,MLP
0.6628041714947857,0.6630789722437054,0.7272727272727273,3,KNN
0.7427578215527231,0.7427628469536822,0.7436489607390301,3,NB
0.6790266512166859,0.679035619145828,0.6812428078250864,3,DT
0.8227114716106605,0.8226266434648105,0.8085106382978722,3,RF
0.813441483198146,0.8133754404056028,0.8019680196801968,3,SVM
0.7369640787949016,0.7370134055168858,0.7474972191323692,3,MLP
0.6825028968713789,0.6827736959697517,0.7424812030075187,4,KNN
0.7184241019698725,0.7184250665979204,0.7184241019698725,4,NB
0.7068366164542295,0.7068697903239667,0.7147688838782412,4,DT
0.8203939745075318,0.8203333118501333,0.810281517747858,4,RF
0.8099652375434531,0.809895161983329,0.7975308641975308,4,SVM
0.7172653534183082,0.717353591991063,0.7370689655172413,4,MLP
0.6801853997682503,0.6798815201512417,0.7467889908256882,5,KNN
0.7161066048667439,0.716102195583054,0.7174163783160322,5,NB
0.7253765932792584,0.725329230042107,0.7363737486095662,5,DT
0.8203939745075318,0.8204729526510268,0.8074534161490683,5,RF
0.813441483198146,0.8135150812064965,0.8009888751545118,5,SVM
0.7450753186558516,0.745048122368308,0.751131221719457,5,MLP
0.657010428736964,0.6573080476067715,0.7269372693726938,6,KNN
0.7311703360370799,0.7311538626793848,0.7270588235294118,6,NB
0.6790266512166859,0.6790409899458623,0.6827033218785796,6,DT
0.8273464658169177,0.8272750708945604,0.815822002472188,6,RF
