acc,bac,f1s,seed,Algo
0.8053302433371958,0.805260161553665,0.7925925925925925,6,SVM
0.7636152954808807,0.7636579444874109,0.7718120805369127,6,MLP
0.6546929316338355,0.65440781558821,0.7230483271375465,7,KNN
0.7137891077636153,0.7137658975681017,0.7196367763904654,7,NB
0.6952491309385863,0.6952312666494801,0.7001140250855188,7,DT
0.8099652375434531,0.8100348027842228,0.7980295566502463,7,RF
0.7983777520278099,0.7984526725100971,0.7846534653465347,7,SVM
0.6546929316338355,0.6546602431898255,0.6644144144144144,7,MLP
0.6581691772885284,0.6578666108103464,0.7291092745638199,8,KNN
0.7288528389339514,0.728855160264673,0.728538283062645,8,NB
0.697566628041715,0.6975729354644669,0.6961583236321304,8,DT
0.8122827346465817,0.8123576737990892,0.7995049504950494,8,RF
0.8053302433371958,0.8054159147546618,0.7900000000000001,8,SVM
0.7288528389339514,0.7288605310647074,0.7272727272727272,8,MLP
0.6512166859791425,0.6515075835696486,0.7210379981464319,9,KNN
0.7311703360370799,0.7311350648792645,0.722488038277512,9,NB
0.7137891077636153,0.7137658975681017,0.7076923076923077,9,DT
0.8122827346465817,0.8121750665979204,0.7928388746803069,9,RF
0.8053302433371958,0.8052333075534932,0.7873417721518988,9,SVM
0.7381228273464658,0.7381090487238979,0.7347417840375587,9,MLP
0.6616454229432214,0.6613817994328435,0.7245283018867925,10,KNN
0.7022016222479722,0.7021810818939589,0.7076222980659841,10,NB
0.7033603707995365,0.7033116353011944,0.7155555555555555,10,DT
0.8030127462340672,0.8030769313396924,0.7916666666666667,10,RF
0.8006952491309386,0.8007486895247916,0.7912621359223302,10,SVM
0.712630359212051,0.7125682091604366,0.7274725274725274,10,MLP
0.6651216685979142,0.664829853054911,0.7326549491211841,11,KNN
0.7450753186558516,0.7450696055684455,0.7465437788018434,11,NB
0.6697566628041715,0.6696957978860532,0.6864686468646864,11,DT
0.8331402085747392,0.8331963779324568,0.8248175182481752,11,RF
0.8273464658169177,0.8274066554954025,0.818070818070818,11,SVM
0.7358053302433372,0.7358989645097533,0.7128463476070529,11,MLP
0.6767091541135574,0.6764388373292085,0.7380281690140844,12,KNN
0.7392815758980301,0.7392959955314944,0.7362250879249708,12,NB
0.6836616454229433,0.6836088553750966,0.6976744186046512,12,DT
0.8308227114716107,0.8309111025178311,0.8170426065162907,12,RF
0.8146002317497103,0.8146832302139727,0.800498753117207,12,SVM
0.746234067207416,0.7462377545759216,0.745644599303136,12,MLP
0.6593279258400927,0.6596389748216894,0.7312614259597806,13,KNN
0.7056778679026651,0.7056882143164046,0.7080459770114943,13,NB
0.709154113557358,0.7091604365386268,0.7104959630911187,13,DT
0.8354577056778679,0.835387664346481,0.8246913580246914,13,RF
0.8099652375434531,0.8099032181833806,0.7990196078431373,13,SVM
0.7404403244495944,0.7404507175388846,0.742528735632184,13,MLP
0.6697566628041715,0.6694594826845407,0.737327188940092,14,KNN
0.7265353418308227,0.726494693649566,0.7360178970917226,14,NB
0.6685979142526072,0.6685894130789722,0.671264367816092,14,DT
0.8273464658169177,0.82742813869554,0.8144458281444583,14,RF
0.8238702201622248,0.8239263770731288,0.8150851581508516,14,SVM
0.746234067207416,0.7461947881756466,0.7547592385218366,14,MLP
0.6674391657010429,0.6677005456732835,0.7284768211920529,15,KNN
0.727694090382387,0.7276977528572657,0.7283236994219653,15,NB
0.6929316338354577,0.6929298788347512,0.6922183507549361,15,DT
0.8203939745075318,0.8203145140500129,0.8069738480697385,15,RF
0.8122827346465817,0.8121965497980579,0.7969924812030076,15,SVM
0.7288528389339514,0.7288873850648793,0.7364864864864865,15,MLP
0.657010428736964,0.6566984618028702,0.7299270072992702,16,KNN
0.746234067207416,0.7462270129758528,0.7479861910241657,16,NB
0.7172653534183082,0.7172408051903412,0.7233560090702948,16,DT
0.8331402085747392,0.8332151757325771,0.8217821782178217,16,RF
0.8296639629200464,0.829729526510269,0.819631901840491,16,SVM
0.6141367323290846,0.614320164131649,0.5419532324621733,16,MLP
0.6755504055619931,0.6752733737217496,0.7383177570093458,17,KNN
0.7358053302433372,0.7358184025092378,0.7330210772833724,17,NB
0.6964078794901506,0.6964155280570594,0.6946386946386947,17,DT
0.8261877172653534,0.8262653604880983,0.8138957816377171,17,RF
0.8227114716106605,0.8227931382658761,0.8094645080946451,17,SVM
0.764774044032445,0.7648099810947839,0.7574671445639188,17,MLP
0.6396292004634995,0.6399737904958323,0.7220732797140303,18,KNN
0.7207415990730012,0.720750623012804,0.7226697353279631,18,NB
0.712630359212051,0.7126702543610897,0.7219730941704037,18,DT
0.8192352259559675,0.8191732190427086,0.8088235294117646,18,RF
0.8088064889918888,0.8087377545759216,0.7965474722564734,18,SVM
0.6929316338354577,0.6928949686345278,0.6826347305389222,18,MLP
0.6732329084588644,0.6729719859070207,0.7334593572778827,19,KNN
0.7184241019698725,0.7184519205980923,0.7117437722419928,19,NB
0.7242178447276941,0.7242013620348887,0.7283105022831051,19,DT
0.8215527230590962,0.8216437870585203,0.806532663316583,19,RF
0.8076477404403245,0.8077468419695798,0.7898734177215191,19,SVM
0.7497103128621089,0.7496616395978345,0.76,19,MLP
0.6720741599073001,0.6717877244994415,0.7372330547818013,20,KNN
0.7045191193511008,0.7045227507089455,0.7038327526132404,20,NB
0.6859791425260718,0.685974692790238,0.6874279123414072,20,DT
0.7995365005793743,0.7996261923176076,0.7829360100376411,20,RF
0.7809965237543454,0.7810754489988829,0.7652173913043478,20,SVM
0.7195828505214369,0.7195851594053451,0.7192575406032483,20,MLP
0.6488991888760139,0.6485858683509496,0.723792160437557,21,KNN
0.7207415990730012,0.720721083612615,0.7258248009101252,21,NB
0.7172653534183082,0.717224692790238,0.727069351230425,21,DT
0.8180764774044033,0.8181124860359199,0.8124253285543609,21,RF
0.8146002317497103,0.8146322076136461,0.8095238095238095,21,SVM
0.7439165701042874,0.7438423777605911,0.7595212187159955,21,MLP
0.6674391657010429,0.6671500386697602,0.7340129749768304,22,KNN
0.7045191193511008,0.7045415485090659,0.6989374262101534,22,NB
0.7022016222479722,0.7021515424937699,0.7147613762486126,22,DT
0.8424101969872537,0.8424878619919223,0.8312655086848634,22,RF
0.8238702201622248,0.8239451748732491,0.8118811881188118,22,SVM
0.7068366164542295,0.7068429363237947,0.7054714784633294,22,MLP
0.6651216685979142,0.6648325384549283,0.732159406858202,23,KNN
0.7253765932792584,0.7253668256423477,0.7278989667049368,23,NB
0.6882966396292005,0.6882895076050528,0.6904487917146145,23,DT
0.8076477404403245,0.8077307295694767,0.7930174563591023,23,RF
0.8111239860950173,0.811176097791527,0.8024242424242424,23,SVM
0.6987253765932793,0.6986766348715304,0.7111111111111111,23,MLP
0.6616454229432214,0.6619725874366246,0.7359855334538877,24,KNN
0.7230590961761297,0.7230493254275157,0.7204678362573099,24,NB
0.6998841251448435,0.6998877502792816,0.7005780346820809,24,DT
0.8180764774044033,0.8179809014350777,0.8015170670037927,24,RF
0.8111239860950173,0.8110418277906677,0.7965043695380774,24,SVM
0.746234067207416,0.7462216421758185,0.7432590855803048,24,MLP
0.6477404403244496,0.6480138781472888,0.7148217636022515,25,KNN
0.7392815758980301,0.7392852539314256,0.7398843930635838,25,NB
0.7056778679026651,0.7057284953166624,0.7177777777777777,25,DT
0.8296639629200464,0.8296033127094612,0.8200734394124847,25,RF
0.8377752027809965,0.8377078499613302,0.8275862068965517,25,SVM
0.7728852838933952,0.7729225745467044,0.7797752808988764,25,MLP
0.6616454229432214,0.6613495746326372,0.7306273062730628,26,KNN
0.7137891077636153,0.7137793245681876,0.7164179104477613,26,NB
0.694090382387022,0.6940765446420899,0.6979405034324943,26,DT
0.831981460023175,0.8320389705250495,0.8233861144945189,26,RF
0.8215527230590962,0.8216142476583312,0.8117359413202933,26,SVM
0.746234067207416,0.74622969837587,0.7474048442906573,26,MLP
0.6558516801853997,0.65554373979548,0.7282708142726441,27,KNN
0.7103128621089224,0.7103205293460514,0.7086247086247086,27,NB
0.6836616454229433,0.6836034845750623,0.6990077177508269,27,DT
0.8122827346465817,0.8123469321990204,0.8014705882352942,27,RF
0.8088064889918888,0.8088908223769014,0.7940074906367042,27,SVM
0.7427578215527231,0.7427709031537337,0.7400468384074942,27,MLP
0.6743916570104287,0.6741025393142563,0.7395736793327156,28,KNN
0.7358053302433372,0.7357888631090488,0.7397260273972601,28,NB
0.6906141367323291,0.6905935808197989,0.6962457337883959,28,DT
0.8342989571263036,0.8343484145398299,0.827085852478839,28,RF
0.8250289687137891,0.8250918406805878,0.8151774785801713,28,SVM
0.7531865585168018,0.7531714574202973,0.7565714285714286,28,MLP
0.6558516801853997,0.6555222565953425,0.7321911632100991,29,KNN
0.7161066048667439,0.7160968247830197,0.7187141216991964,29,NB
0.709154113557358,0.7091335825384549,0.714448236632537,29,DT
0.8331402085747392,0.83321249033256,0.8222222222222222,29,RF
0.816917728852839,0.81697656182865,0.8073170731707316,29,SVM
0.6581691772885284,0.6579847684111025,0.7052947052947053,29,MLP
