knn,nb,dt,rf,svc,mpl
0.7485515643105446,0.7161066048667439,0.6917728852838934,0.7682502896871379,0.7775202780996524,0.7242178447276941
0.7300115874855156,0.7056778679026651,0.697566628041715,0.7427578215527231,0.7543453070683661,0.7079953650057937
0.7485515643105446,0.7265353418308227,0.6836616454229433,0.764774044032445,0.7752027809965237,0.7323290845886443
0.7439165701042874,0.7219003476245655,0.6581691772885284,0.7578215527230591,0.7694090382387022,0.7311703360370799
0.7161066048667439,0.7010428736964078,0.6685979142526072,0.7415990730011588,0.7497103128621089,0.7022016222479722
0.7068366164542295,0.6859791425260718,0.6697566628041715,0.7358053302433372,0.7358053302433372,0.7033603707995365
0.7149478563151797,0.6929316338354577,0.6720741599073001,0.7369640787949016,0.7392815758980301,0.7137891077636153
0.7358053302433372,0.7219003476245655,0.7079953650057937,0.7752027809965237,0.7659327925840093,0.7381228273464658
0.7346465816917729,0.7288528389339514,0.6882966396292005,0.7555040556199305,0.764774044032445,0.7358053302433372
0.7323290845886443,0.7415990730011588,0.6790266512166859,0.7705677867902665,0.7949015063731171,0.746234067207416
0.7195828505214369,0.7068366164542295,0.697566628041715,0.7404403244495944,0.7589803012746235,0.7219003476245655
0.7079953650057937,0.6964078794901506,0.6743916570104287,0.7381228273464658,0.746234067207416,0.7219003476245655
0.7473928157589803,0.7288528389339514,0.6790266512166859,0.7473928157589803,0.7856315179606026,0.7242178447276941
0.7392815758980301,0.7207415990730012,0.6848203939745076,0.7589803012746235,0.761297798377752,0.7161066048667439
0.7415990730011588,0.7184241019698725,0.6836616454229433,0.7473928157589803,0.7566628041714948,0.709154113557358
0.7288528389339514,0.697566628041715,0.6709154113557358,0.7508690614136733,0.7450753186558516,0.7033603707995365
0.7346465816917729,0.7242178447276941,0.7056778679026651,0.7728852838933952,0.7670915411355735,0.7219003476245655
0.746234067207416,0.7137891077636153,0.7056778679026651,0.7694090382387022,0.7694090382387022,0.712630359212051
0.7114716106604867,0.697566628041715,0.7056778679026651,0.7497103128621089,0.7543453070683661,0.7056778679026651
0.7636152954808807,0.7497103128621089,0.697566628041715,0.764774044032445,0.7972190034762456,0.7566628041714948
0.7427578215527231,0.7033603707995365,0.6882966396292005,0.7682502896871379,0.7694090382387022,0.5249130938586327
0.7578215527230591,0.7323290845886443,0.7265353418308227,0.7775202780996524,0.7809965237543454,0.7404403244495944
0.7219003476245655,0.7068366164542295,0.6697566628041715,0.7543453070683661,0.7636152954808807,0.7045191193511008
0.7450753186558516,0.7149478563151797,0.6825028968713789,0.7485515643105446,0.764774044032445,0.7149478563151797
0.7207415990730012,0.6929316338354577,0.6674391657010429,0.7358053302433372,0.7531865585168018,0.697566628041715
0.7172653534183082,0.7346465816917729,0.694090382387022,0.7566628041714948,0.7844727694090382,0.6952491309385863
0.7288528389339514,0.7184241019698725,0.6848203939745076,0.7392815758980301,0.761297798377752,0.7033603707995365
0.7288528389339514,0.7288528389339514,0.6964078794901506,0.7543453070683661,0.776361529548088,0.6651216685979142
0.7520278099652375,0.7404403244495944,0.7184241019698725,0.7775202780996524,0.779837775202781,0.7161066048667439
0.7392815758980301,0.7230590961761297,0.6813441483198146,0.7694090382387022,0.7543453070683661,0.7242178447276941
