epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6273291707038879,0.6273291707038879,0.6738013029098511,0.6253101825714111,0.6253101825714111,0.6574724912643433
1,0.6670807600021362,0.6670807600021362,0.6568929553031921,0.555831253528595,0.555831253528595,0.6716817617416382
2,0.7192546725273132,0.7192546725273132,0.5988374352455139,0.7394540905952454,0.7394540905952454,0.5338840484619141
3,0.7751553058624268,0.7751553058624268,0.5398253798484802,0.7493796348571777,0.7493796348571777,0.5279285907745361
4,0.782608687877655,0.782608687877655,0.5017058849334717,0.7617865800857544,0.7617865800857544,0.533229410648346
5,0.7857142686843872,0.7857142686843872,0.4768292009830475,0.7419354915618896,0.7419354915618896,0.5695134401321411
6,0.7975155115127563,0.7975155115127563,0.4685913324356079,0.774193525314331,0.774193525314331,0.540984570980072
7,0.7937887907028198,0.7937887907028198,0.4834822714328766,0.7940446734428406,0.7940446734428406,0.4716018736362457
8,0.8229813575744629,0.8229813575744629,0.41841188073158264,0.7965260744094849,0.7965260744094849,0.45317697525024414
9,0.8204969167709351,0.8204969167709351,0.3981529772281647,0.803970217704773,0.803970217704773,0.44375482201576233
10,0.8291925191879272,0.8291925191879272,0.3970077633857727,0.789081871509552,0.789081871509552,0.4255344271659851
11,0.836024820804596,0.836024820804596,0.4090445637702942,0.7990074157714844,0.7990074157714844,0.444905549287796
12,0.8391304612159729,0.8391304612159729,0.36082538962364197,0.7493796348571777,0.7493796348571777,0.45948049426078796
13,0.8478260636329651,0.8478260636329651,0.3590579330921173,0.766749382019043,0.766749382019043,0.45515891909599304
14,0.8447204828262329,0.8447204828262329,0.3558472692966461,0.7990074157714844,0.7990074157714844,0.4098072648048401
15,0.856521725654602,0.856521725654602,0.3277137279510498,0.6774193644523621,0.6774193644523621,0.8036627173423767
16,0.8658385276794434,0.8658385276794434,0.34078770875930786,0.7593052387237549,0.7593052387237549,0.4645498991012573
17,0.8602484464645386,0.8602484464645386,0.33745041489601135,0.6898263096809387,0.6898263096809387,0.7251174449920654
18,0.8614906668663025,0.8614906668663025,0.32274696230888367,0.7344912886619568,0.7344912886619568,0.6629882454872131
19,0.8645962476730347,0.8645962476730347,0.3186546266078949,0.7568238377571106,0.7568238377571106,0.5297301411628723
20,0.8720496892929077,0.8720496892929077,0.29690226912498474,0.7866004705429077,0.7866004705429077,0.49141284823417664
21,0.873913049697876,0.873913049697876,0.2970728576183319,0.7270471453666687,0.7270471453666687,0.6917128562927246
22,0.8863354325294495,0.8863354325294495,0.29368114471435547,0.7344912886619568,0.7344912886619568,0.6666237711906433
23,0.886956512928009,0.886956512928009,0.26365283131599426,0.7717121839523315,0.7717121839523315,0.5909091830253601
24,0.8826087117195129,0.8826087117195129,0.28990259766578674,0.7444168925285339,0.7444168925285339,0.7561821341514587
