epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6080745458602905,0.6080745458602905,0.6767429709434509,0.7270471453666687,0.7270471453666687,0.6592644453048706
1,0.7049689292907715,0.7049689292907715,0.5980764627456665,0.6501240730285645,0.6501240730285645,0.5935875773429871
2,0.7527950406074524,0.7527950406074524,0.5224961638450623,0.7344912886619568,0.7344912886619568,0.5197712182998657
3,0.7795031070709229,0.7795031070709229,0.5182070732116699,0.803970217704773,0.803970217704773,0.46687787771224976
4,0.7869565486907959,0.7869565486907959,0.47877925634384155,0.7468982338905334,0.7468982338905334,0.5336171984672546
5,0.7993788719177246,0.7993788719177246,0.45644739270210266,0.8114144206047058,0.8114144206047058,0.4388616979122162
6,0.805590033531189,0.805590033531189,0.44426119327545166,0.7468982338905334,0.7468982338905334,0.5155602693557739
7,0.8198757767677307,0.8198757767677307,0.4274785816669464,0.789081871509552,0.789081871509552,0.4865746796131134
8,0.8254658579826355,0.8254658579826355,0.43182483315467834,0.8014888167381287,0.8014888167381287,0.5592788457870483
9,0.8465838432312012,0.8465838432312012,0.3689996004104614,0.8064516186714172,0.8064516186714172,0.4717916250228882
10,0.8378881812095642,0.8378881812095642,0.3691609799861908,0.8089330196380615,0.8089330196380615,0.5254238843917847
11,0.850931704044342,0.850931704044342,0.3584929406642914,0.8411910533905029,0.8411910533905029,0.42563918232917786
12,0.8503105640411377,0.8503105640411377,0.3535418212413788,0.8163771629333496,0.8163771629333496,0.43502888083457947
13,0.8608695864677429,0.8608695864677429,0.3321802318096161,0.7816377282142639,0.7816377282142639,0.5271497964859009
14,0.8590062260627747,0.8590062260627747,0.3307053744792938,0.7047146558761597,0.7047146558761597,0.7808330059051514
15,0.8683229684829712,0.8683229684829712,0.29565906524658203,0.7568238377571106,0.7568238377571106,0.7065096497535706
16,0.8807453513145447,0.8807453513145447,0.2771759331226349,0.8312655091285706,0.8312655091285706,0.472455233335495
17,0.8857142925262451,0.8857142925262451,0.28901034593582153,0.8188585638999939,0.8188585638999939,0.5824431777000427
18,0.8795031309127808,0.8795031309127808,0.2975160479545593,0.8337469100952148,0.8337469100952148,0.4768736958503723
19,0.8832297921180725,0.8832297921180725,0.2809426486492157,0.7468982338905334,0.7468982338905334,0.702747106552124
20,0.886956512928009,0.886956512928009,0.2744692265987396,0.8238213658332825,0.8238213658332825,0.5011264681816101
21,0.9037266969680786,0.9037266969680786,0.23689688742160797,0.7717121839523315,0.7717121839523315,0.646262526512146
