acc,bac,f1s,seed,Algo
0.7508690614136733,0.7508297886053106,0.7418967587034813,0,KNN
0.7137891077636153,0.7137820099682048,0.7117852975495917,0,NB
0.6767091541135574,0.6767154335309788,0.6782006920415224,0,DT
0.7520278099652375,0.7519549712125118,0.7351485148514852,0,RF
0.7624565469293163,0.7623394130789722,0.7354838709677419,0,SVM
0.7717265353418308,0.7716416387385066,0.753441802252816,0,MLP
0.7717265353418308,0.7717544255392284,0.7663107947805456,1,KNN
0.7358053302433372,0.7357969193091003,0.7379310344827587,1,NB
0.7161066048667439,0.7160914539829852,0.72,1,DT
0.7833140208574739,0.7833446120134056,0.7776456599286562,1,RF
0.7844727694090382,0.7845584128211738,0.7675000000000001,1,SVM
0.7856315179606026,0.7856889662284094,0.7746650426309379,1,MLP
0.7497103128621089,0.7496670103978689,0.7397590361445783,2,KNN
0.7184241019698725,0.7184223811979032,0.7177700348432056,2,NB
0.6743916570104287,0.6743791355160265,0.6705744431418523,2,DT
0.7624565469293163,0.762393121079316,0.7484662576687117,2,RF
0.7705677867902665,0.7704627481309616,0.7474489795918366,2,SVM
0.7670915411355735,0.7669905259087393,0.7445997458703939,2,MLP
0.7589803012746235,0.7589504382572828,0.7523809523809525,3,KNN
0.7311703360370799,0.7311780312795395,0.7327188940092166,3,NB
0.6801853997682503,0.6801849703531838,0.679814385150812,3,DT
0.7520278099652375,0.7519630274125634,0.7371007371007371,3,RF
0.7659327925840093,0.7658277477012976,0.7423469387755103,3,SVM
0.7717265353418308,0.7716335825384549,0.7515762925598991,3,MLP
0.7531865585168018,0.7531472888201427,0.7442977190876351,4,KNN
0.709154113557358,0.7091496949385581,0.7077997671711291,4,NB
0.6813441483198146,0.6813611755607115,0.6857142857142856,4,DT
0.7578215527230591,0.7577527498496176,0.7422934648581997,4,RF
0.7624565469293163,0.7623555254790754,0.7395171537484116,4,SVM
0.7589803012746235,0.7589047864569907,0.7419354838709677,4,MLP
0.7566628041714948,0.7567242416430351,0.7432762836185819,5,KNN
0.7033603707995365,0.703362657901521,0.703016241299304,5,NB
0.6998841251448435,0.6999011772793675,0.6956521739130436,5,DT
0.7624565469293163,0.7625327618802097,0.7459727385377943,5,RF
0.7659327925840093,0.7660318381026038,0.7443037974683545,5,SVM
0.761297798377752,0.7613887814728881,0.7412060301507536,5,MLP
0.7566628041714948,0.7566195110423649,0.7469879518072289,6,KNN
0.7184241019698725,0.7183982125977486,0.7117437722419929,6,NB
0.6801853997682503,0.6802145097533728,0.6877828054298641,6,DT
0.7740440324449595,0.773980622153476,0.7607361963190185,6,RF
0.7670915411355735,0.7669824697086878,0.7426376440460947,6,SVM
0.7728852838933952,0.7727909899458623,0.7525252525252525,6,MLP
0.7253765932792584,0.7254151628426571,0.7161676646706587,7,KNN
0.697566628041715,0.6975487668643121,0.702394526795895,7,NB
0.6825028968713789,0.6825212683681361,0.6776470588235295,7,DT
0.7497103128621089,0.7497663701985047,0.7372262773722628,7,RF
0.7473928157589803,0.7474837801838963,0.7261306532663316,7,SVM
0.746234067207416,0.7462887771762482,0.7339003645200486,7,MLP
0.7578215527230591,0.7578494242502363,0.7520759193357057,8,KNN
0.7184241019698725,0.7184438643980406,0.7137809187279152,8,NB
0.697566628041715,0.6975863624645527,0.6925795053003534,8,DT
0.7450753186558516,0.7451313697688409,0.7323600973236009,8,RF
0.7601390498261877,0.7602609134656698,0.7322121604139715,8,SVM
0.7589803012746235,0.7590847082581422,0.7353689567430025,8,MLP
0.7427578215527231,0.7426983973532697,0.7286063569682152,9,KNN
0.7184241019698725,0.7183901563976971,0.7096774193548387,9,NB
0.6859791425260718,0.6859558949901177,0.6792899408284023,9,DT
0.7589803012746235,0.7589101572570249,0.7432098765432097,9,RF
0.7670915411355735,0.766971728108619,0.7399741267787839,9,SVM
0.761297798377752,0.7611900618716163,0.7365728900255754,9,MLP
0.7473928157589803,0.7474569261837243,0.732843137254902,10,KNN
0.6894553881807648,0.6894361734123915,0.6947608200455581,10,NB
0.6477404403244496,0.6477480235455874,0.6456876456876457,10,DT
0.7439165701042874,0.7439954455615709,0.7254658385093168,10,RF
0.7392815758980301,0.7393899845320959,0.7126436781609194,10,SVM
0.7520278099652375,0.7521160952135431,0.731829573934837,10,MLP
0.7497103128621089,0.7497072913981266,0.7505773672055427,11,KNN
0.7334878331402086,0.733490160694337,0.7331786542923433,11,NB
0.6848203939745076,0.6848145999828135,0.6866359447004609,11,DT
0.7578215527230591,0.7578628512503223,0.7490996398559423,11,RF
0.7717265353418308,0.771808133539572,0.7546699875467,11,SVM
0.7682502896871379,0.7683036865171435,0.7572815533980582,11,MLP
0.7334878331402086,0.7335411832946636,0.720873786407767,12,KNN
0.7311703360370799,0.7311995144796769,0.7244655581947743,12,NB
0.7114716106604867,0.7115128469536822,0.7010804321728692,12,DT
0.764774044032445,0.7648610036951105,0.7459324155193994,12,RF
0.7624565469293163,0.7625784136805018,0.7347994825355757,12,SVM
0.7601390498261877,0.7602662842657042,0.7308192457737321,12,MLP
0.7624565469293163,0.7623904356792988,0.7478474784747847,13,KNN
0.7045191193511008,0.7045308069089972,0.7072330654420207,13,NB
0.6662804171494786,0.6662665420641058,0.6619718309859155,13,DT
0.7555040556199305,0.7554325642347683,0.7391841779975279,13,RF
0.761297798377752,0.7612008034716852,0.739240506329114,13,SVM
0.7624565469293163,0.762393121079316,0.7484662576687117,13,MLP
0.7670915411355735,0.7671274813096158,0.7598566308243728,14,KNN
0.7207415990730012,0.720707656612529,0.7289088863892014,14,NB
0.6639629200463499,0.6639624688493597,0.6643518518518519,14,DT
0.764774044032445,0.7648529474950589,0.7478260869565216,14,RF
0.7682502896871379,0.7683439675174014,0.7481108312342569,14,SVM
0.7636152954808807,0.7636928546876343,0.7468982630272952,14,MLP
0.7508690614136733,0.7508083054051731,0.736842105263158,15,KNN
0.712630359212051,0.7126219171607803,0.7102803738317757,15,NB
0.7045191193511008,0.7045227507089455,0.7052023121387284,15,DT
0.7555040556199305,0.7554298788347512,0.7385377942998762,15,RF
0.7601390498261877,0.7600353398642262,0.7363057324840765,15,SVM
0.7543453070683661,0.7542456174271719,0.7309644670050761,15,MLP
0.761297798377752,0.7613377588725616,0.7529976019184653,16,KNN
