,kNN_Euclidean,kNN_Manhattan,DWNN_Euclidean,DWNN_Manhattan,Naive_Bayes,Decision_Tree,Random_Forest
0,0.6732329084588644,0.7137891077636153,0.6732329084588644,0.7137891077636153,0.7300115874855156,0.7056778679026651,0.816917728852839
1,0.6720741599073001,0.7079953650057937,0.6720741599073001,0.7079953650057937,0.7288528389339514,0.6987253765932793,0.813441483198146
2,0.6836616454229433,0.6964078794901506,0.6836616454229433,0.697566628041715,0.7172653534183082,0.7010428736964078,0.8192352259559675
3,0.6697566628041715,0.694090382387022,0.6697566628041715,0.694090382387022,0.7033603707995365,0.6952491309385863,0.8076477404403245
4,0.6697566628041715,0.6801853997682503,0.6697566628041715,0.6801853997682503,0.7172653534183082,0.6697566628041715,0.7983777520278099
5,0.6743916570104287,0.7079953650057937,0.6743916570104287,0.7079953650057937,0.7056778679026651,0.712630359212051,0.8088064889918888
6,0.6674391657010429,0.6906141367323291,0.6674391657010429,0.6906141367323291,0.7311703360370799,0.6755504055619931,0.8088064889918888
7,0.6685979142526072,0.7022016222479722,0.6685979142526072,0.7022016222479722,0.7427578215527231,0.6894553881807648,0.8342989571263036
8,0.6859791425260718,0.7207415990730012,0.6859791425260718,0.7207415990730012,0.7288528389339514,0.7103128621089224,0.8435689455388181
9,0.6512166859791425,0.6917728852838934,0.6512166859791425,0.6917728852838934,0.6964078794901506,0.6732329084588644,0.8180764774044033
10,0.7056778679026651,0.7184241019698725,0.7056778679026651,0.7184241019698725,0.7369640787949016,0.6778679026651216,0.8227114716106605
11,0.7137891077636153,0.7439165701042874,0.7137891077636153,0.7439165701042874,0.7311703360370799,0.7056778679026651,0.8157589803012746
12,0.6639629200463499,0.6917728852838934,0.6651216685979142,0.6917728852838934,0.6987253765932793,0.7010428736964078,0.8088064889918888
13,0.6639629200463499,0.6906141367323291,0.6639629200463499,0.6906141367323291,0.7253765932792584,0.6674391657010429,0.8157589803012746
14,0.657010428736964,0.6859791425260718,0.657010428736964,0.6859791425260718,0.7323290845886443,0.6882966396292005,0.8389339513325609
15,0.6813441483198146,0.7033603707995365,0.6813441483198146,0.7033603707995365,0.7253765932792584,0.7022016222479722,0.8180764774044033
16,0.6825028968713789,0.709154113557358,0.6825028968713789,0.709154113557358,0.7265353418308227,0.6790266512166859,0.8122827346465817
17,0.6743916570104287,0.7079953650057937,0.6755504055619931,0.7079953650057937,0.7172653534183082,0.7219003476245655,0.8180764774044033
18,0.6743916570104287,0.7079953650057937,0.6743916570104287,0.7079953650057937,0.7103128621089224,0.6964078794901506,0.8030127462340672
19,0.6523754345307068,0.6882966396292005,0.6523754345307068,0.6882966396292005,0.7137891077636153,0.6871378910776361,0.8215527230590962
20,0.6790266512166859,0.7056778679026651,0.6790266512166859,0.7056778679026651,0.7103128621089224,0.7195828505214369,0.8157589803012746
21,0.6546929316338355,0.6836616454229433,0.6546929316338355,0.6836616454229433,0.7010428736964078,0.7045191193511008,0.816917728852839
22,0.6674391657010429,0.6929316338354577,0.6674391657010429,0.6929316338354577,0.712630359212051,0.6917728852838934,0.7995365005793743
23,0.6882966396292005,0.727694090382387,0.6882966396292005,0.727694090382387,0.7334878331402086,0.709154113557358,0.8250289687137891
24,0.6767091541135574,0.7033603707995365,0.6767091541135574,0.7033603707995365,0.7114716106604867,0.6825028968713789,0.7821552723059096
25,0.6755504055619931,0.6998841251448435,0.6755504055619931,0.6998841251448435,0.7415990730011588,0.7265353418308227,0.8447276940903824
26,0.6767091541135574,0.6998841251448435,0.6767091541135574,0.6998841251448435,0.7149478563151797,0.6917728852838934,0.8261877172653534
27,0.6964078794901506,0.7207415990730012,0.6964078794901506,0.7207415990730012,0.7242178447276941,0.6790266512166859,0.8041714947856315
28,0.6767091541135574,0.6964078794901506,0.6767091541135574,0.6964078794901506,0.7195828505214369,0.7010428736964078,0.8088064889918888
29,0.6825028968713789,0.6998841251448435,0.6825028968713789,0.6998841251448435,0.7022016222479722,0.6628041714947857,0.813441483198146
