,kNN_Euclidean,kNN_Manhattan,DWNN_Euclidean,DWNN_Manhattan,Naive_Bayes,Decision_Tree,Random_Forest
0,0.7508690614136733,0.7404403244495944,0.7334878331402086,0.7311703360370799,0.7358053302433372,0.6894553881807648,0.7705677867902665
1,0.7323290845886443,0.7242178447276941,0.7300115874855156,0.7253765932792584,0.7068366164542295,0.6813441483198146,0.7508690614136733
2,0.7439165701042874,0.7404403244495944,0.7323290845886443,0.7358053302433372,0.7300115874855156,0.6801853997682503,0.7752027809965237
3,0.7485515643105446,0.7589803012746235,0.7450753186558516,0.7473928157589803,0.7300115874855156,0.6848203939745076,0.779837775202781
4,0.7358053302433372,0.7207415990730012,0.727694090382387,0.7230590961761297,0.7265353418308227,0.6767091541135574,0.7497103128621089
5,0.7230590961761297,0.7311703360370799,0.7195828505214369,0.7265353418308227,0.7311703360370799,0.6871378910776361,0.761297798377752
6,0.727694090382387,0.7323290845886443,0.7230590961761297,0.7323290845886443,0.7300115874855156,0.6917728852838934,0.727694090382387
7,0.7300115874855156,0.7415990730011588,0.7300115874855156,0.7381228273464658,0.7137891077636153,0.6906141367323291,0.7670915411355735
8,0.7334878331402086,0.7253765932792584,0.7369640787949016,0.7323290845886443,0.7068366164542295,0.6848203939745076,0.7439165701042874
9,0.7068366164542295,0.7137891077636153,0.697566628041715,0.7114716106604867,0.6882966396292005,0.6720741599073001,0.7404403244495944
10,0.7508690614136733,0.7531865585168018,0.7485515643105446,0.7508690614136733,0.727694090382387,0.6755504055619931,0.7439165701042874
11,0.7381228273464658,0.7369640787949016,0.7300115874855156,0.7300115874855156,0.7311703360370799,0.6813441483198146,0.7728852838933952
12,0.7369640787949016,0.7323290845886443,0.7300115874855156,0.7311703360370799,0.7219003476245655,0.7068366164542295,0.7508690614136733
13,0.7161066048667439,0.7207415990730012,0.7137891077636153,0.7137891077636153,0.7172653534183082,0.6662804171494786,0.7636152954808807
14,0.746234067207416,0.7381228273464658,0.7404403244495944,0.7415990730011588,0.7033603707995365,0.6859791425260718,0.7497103128621089
15,0.7195828505214369,0.7149478563151797,0.7149478563151797,0.7068366164542295,0.7230590961761297,0.6790266512166859,0.7392815758980301
16,0.7415990730011588,0.7415990730011588,0.7346465816917729,0.7346465816917729,0.7207415990730012,0.694090382387022,0.761297798377752
17,0.7358053302433372,0.7404403244495944,0.7334878331402086,0.7485515643105446,0.7334878331402086,0.6848203939745076,0.7624565469293163
18,0.7404403244495944,0.746234067207416,0.7427578215527231,0.7415990730011588,0.7114716106604867,0.6894553881807648,0.7705677867902665
19,0.7207415990730012,0.7230590961761297,0.7172653534183082,0.709154113557358,0.7137891077636153,0.6929316338354577,0.7473928157589803
20,0.7531865585168018,0.746234067207416,0.7473928157589803,0.7473928157589803,0.7230590961761297,0.7056778679026651,0.7856315179606026
21,0.7346465816917729,0.7346465816917729,0.7334878331402086,0.7311703360370799,0.7045191193511008,0.6790266512166859,0.7531865585168018
22,0.7172653534183082,0.7184241019698725,0.7010428736964078,0.7056778679026651,0.7079953650057937,0.6628041714947857,0.7473928157589803
23,0.7508690614136733,0.7415990730011588,0.7508690614136733,0.7427578215527231,0.7195828505214369,0.709154113557358,0.7705677867902665
24,0.7230590961761297,0.7230590961761297,0.7265353418308227,0.7323290845886443,0.7137891077636153,0.6674391657010429,0.7404403244495944
25,0.727694090382387,0.7323290845886443,0.7207415990730012,0.7323290845886443,0.7114716106604867,0.6697566628041715,0.761297798377752
26,0.7300115874855156,0.727694090382387,0.7184241019698725,0.7114716106604867,0.7300115874855156,0.6674391657010429,0.746234067207416
27,0.7323290845886443,0.7578215527230591,0.7346465816917729,0.7473928157589803,0.7253765932792584,0.6917728852838934,0.7752027809965237
28,0.7114716106604867,0.7161066048667439,0.7207415990730012,0.7195828505214369,0.7068366164542295,0.6836616454229433,0.7381228273464658
29,0.7392815758980301,0.7392815758980301,0.7392815758980301,0.7404403244495944,0.7288528389339514,0.697566628041715,0.7520278099652375
