epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.7785663604736328,0.7785663604736328,0.6460904479026794,0.8427152037620544,0.8427152037620544,0.3781842887401581
1,0.8431511521339417,0.8431511521339417,0.3505006432533264,0.8493377566337585,0.8493377566337585,0.37408196926116943
2,0.8892831802368164,0.8892831802368164,0.27478912472724915,0.8476821184158325,0.8476821184158325,0.37160101532936096
3,0.9041873812675476,0.9041873812675476,0.23394593596458435,0.8261589407920837,0.8261589407920837,0.42164960503578186
4,0.903477668762207,0.903477668762207,0.22527924180030823,0.8344370722770691,0.8344370722770691,0.40306204557418823
5,0.9119943380355835,0.9119943380355835,0.20151841640472412,0.8278145790100098,0.8278145790100098,0.45130783319473267
6,0.9503193497657776,0.9503193497657776,0.13971422612667084,0.8261589407920837,0.8261589407920837,0.4970692992210388
7,0.9559971690177917,0.9559971690177917,0.11163205653429031,0.8112582564353943,0.8112582564353943,0.5560288429260254
8,0.9638041257858276,0.9638041257858276,0.0880625769495964,0.8261589407920837,0.8261589407920837,0.5532901883125305
9,0.9829666614532471,0.9829666614532471,0.056944988667964935,0.8294702172279358,0.8294702172279358,0.6234129667282104
10,0.9879347085952759,0.9879347085952759,0.04414903745055199,0.8162251710891724,0.8162251710891724,0.6105877757072449
11,0.9929027557373047,0.9929027557373047,0.035500381141901016,0.8228476643562317,0.8228476643562317,0.6553906202316284
12,0.9900638461112976,0.9900638461112976,0.030457766726613045,0.8162251710891724,0.8162251710891724,0.8544194102287292
