epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.7920510768890381,0.7920510768890381,0.5419642329216003,0.7814569473266602,0.7814569473266602,0.49655792117118835
1,0.8694109320640564,0.8694109320640564,0.31209832429885864,0.8278145790100098,0.8278145790100098,0.42717844247817993
2,0.8970901370048523,0.8970901370048523,0.2637581527233124,0.8460264801979065,0.8460264801979065,0.38573580980300903
3,0.9063165187835693,0.9063165187835693,0.23993851244449615,0.804635763168335,0.804635763168335,0.48484134674072266
4,0.9119943380355835,0.9119943380355835,0.2056187391281128,0.8344370722770691,0.8344370722770691,0.3971724808216095
5,0.8970901370048523,0.8970901370048523,0.2492038607597351,0.8592715263366699,0.8592715263366699,0.3958064019680023
6,0.9460610151290894,0.9460610151290894,0.15479424595832825,0.8427152037620544,0.8427152037620544,0.3968670964241028
7,0.9396735429763794,0.9396735429763794,0.1497204452753067,0.8344370722770691,0.8344370722770691,0.4886664152145386
8,0.9673527479171753,0.9673527479171753,0.09995025396347046,0.8509933948516846,0.8509933948516846,0.5308098196983337
9,0.9701915979385376,0.9701915979385376,0.0764622762799263,0.8642383813858032,0.8642383813858032,0.48534655570983887
10,0.9886444211006165,0.9886444211006165,0.048283834010362625,0.8493377566337585,0.8493377566337585,0.5646226406097412
11,0.9900638461112976,0.9900638461112976,0.03888437896966934,0.8443708419799805,0.8443708419799805,0.6459158062934875
12,0.9843860864639282,0.9843860864639282,0.04672432318329811,0.8460264801979065,0.8460264801979065,0.6248729228973389
