epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6721078753471375,0.6721078753471375,0.6227110624313354,0.6572847962379456,0.6572847962379456,0.6035966873168945
1,0.7097232341766357,0.7097232341766357,0.5864958167076111,0.7350993156433105,0.7350993156433105,0.5513098239898682
2,0.7189496159553528,0.7189496159553528,0.564313530921936,0.746688723564148,0.746688723564148,0.5074406266212463
3,0.7771469354629517,0.7771469354629517,0.4761386811733246,0.7682119011878967,0.7682119011878967,0.4549787938594818
4,0.7955996990203857,0.7955996990203857,0.46802112460136414,0.75,0.75,0.5039106607437134
5,0.8112136125564575,0.8112136125564575,0.4592033922672272,0.7847682237625122,0.7847682237625122,0.4563497006893158
6,0.8211497664451599,0.8211497664451599,0.43030962347984314,0.7980132699012756,0.7980132699012756,0.44767022132873535
7,0.8268275260925293,0.8268275260925293,0.40906834602355957,0.7135761380195618,0.7135761380195618,0.5283677577972412
8,0.8254081010818481,0.8254081010818481,0.43284305930137634,0.807947039604187,0.807947039604187,0.4236180782318115
9,0.8317955732345581,0.8317955732345581,0.4052289128303528,0.804635763168335,0.804635763168335,0.4408264756202698
10,0.8445706367492676,0.8445706367492676,0.39594531059265137,0.809602677822113,0.809602677822113,0.4010255038738251
11,0.8445706367492676,0.8445706367492676,0.3584541082382202,0.7880794405937195,0.7880794405937195,0.4580894708633423
12,0.8580553531646729,0.8580553531646729,0.3352183699607849,0.8145695328712463,0.8145695328712463,0.41454413533210754
13,0.8495386838912964,0.8495386838912964,0.3614986836910248,0.7682119011878967,0.7682119011878967,0.5427572727203369
14,0.863733172416687,0.863733172416687,0.3242185413837433,0.7582781314849854,0.7582781314849854,0.5188888907432556
15,0.8466997742652893,0.8466997742652893,0.3470764756202698,0.807947039604187,0.807947039604187,0.4493682086467743
16,0.8523775935173035,0.8523775935173035,0.33364126086235046,0.8311258554458618,0.8311258554458618,0.39790067076683044
17,0.870120644569397,0.870120644569397,0.30607008934020996,0.806291401386261,0.806291401386261,0.40140852332115173
18,0.8907026052474976,0.8907026052474976,0.24777540564537048,0.8543046116828918,0.8543046116828918,0.35980531573295593
19,0.8907026052474976,0.8907026052474976,0.24435719847679138,0.8344370722770691,0.8344370722770691,0.39165106415748596
20,0.9048970937728882,0.9048970937728882,0.21633143723011017,0.8410596251487732,0.8410596251487732,0.41948193311691284
21,0.8907026052474976,0.8907026052474976,0.23491859436035156,0.8228476643562317,0.8228476643562317,0.44617271423339844
22,0.9176720976829529,0.9176720976829529,0.2049107700586319,0.8344370722770691,0.8344370722770691,0.4106751084327698
23,0.92051100730896,0.92051100730896,0.18113309144973755,0.8443708419799805,0.8443708419799805,0.43720608949661255
24,0.8963804244995117,0.8963804244995117,0.23633930087089539,0.8129138946533203,0.8129138946533203,0.4303075671195984
25,0.9183818101882935,0.9183818101882935,0.1941993087530136,0.8311258554458618,0.8311258554458618,0.4289545714855194
26,0.9311568737030029,0.9311568737030029,0.1603059619665146,0.8642383813858032,0.8642383813858032,0.4036475718021393
27,0.9290276765823364,0.9290276765823364,0.15754029154777527,0.8476821184158325,0.8476821184158325,0.4287673830986023
28,0.9339957237243652,0.9339957237243652,0.1392998993396759,0.8460264801979065,0.8460264801979065,0.47003647685050964
