epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.6763662099838257,0.6763662099838257,0.6234176754951477,0.6804635524749756,0.6804635524749756,0.6019856333732605
1,0.740241289138794,0.740241289138794,0.5491527318954468,0.7135761380195618,0.7135761380195618,0.5447826981544495
2,0.7586941123008728,0.7586941123008728,0.5149151682853699,0.7682119011878967,0.7682119011878967,0.494322270154953
3,0.7757274508476257,0.7757274508476257,0.46731603145599365,0.7864238619804382,0.7864238619804382,0.509349524974823
4,0.8048261404037476,0.8048261404037476,0.44808050990104675,0.7880794405937195,0.7880794405937195,0.46634921431541443
5,0.7984386086463928,0.7984386086463928,0.4466204047203064,0.7698675394058228,0.7698675394058228,0.5771514773368835
6,0.8246983885765076,0.8246983885765076,0.408165842294693,0.8195364475250244,0.8195364475250244,0.45234498381614685
7,0.8211497664451599,0.8211497664451599,0.4045632481575012,0.8162251710891724,0.8162251710891724,0.45730575919151306
8,0.8381831049919128,0.8381831049919128,0.37352457642555237,0.806291401386261,0.806291401386261,0.45110079646110535
9,0.8388928174972534,0.8388928174972534,0.35576945543289185,0.8327814340591431,0.8327814340591431,0.4096808135509491
10,0.8552164435386658,0.8552164435386658,0.3301689326763153,0.8294702172279358,0.8294702172279358,0.5219476819038391
11,0.8658623099327087,0.8658623099327087,0.31922832131385803,0.8394039869308472,0.8394039869308472,0.44473791122436523
12,0.8644428849220276,0.8644428849220276,0.2975026071071625,0.8377483487129211,0.8377483487129211,0.4497663080692291
13,0.8843151330947876,0.8843151330947876,0.2668972611427307,0.8493377566337585,0.8493377566337585,0.40438538789749146
14,0.8857345581054688,0.8857345581054688,0.2569142282009125,0.8029801249504089,0.8029801249504089,0.4545726776123047
15,0.8850248456001282,0.8850248456001282,0.26997140049934387,0.8013244867324829,0.8013244867324829,0.5061423182487488
16,0.8992193341255188,0.8992193341255188,0.23945802450180054,0.807947039604187,0.807947039604187,0.5221532583236694
17,0.8942512273788452,0.8942512273788452,0.24200540781021118,0.809602677822113,0.809602677822113,0.519110381603241
18,0.9190915822982788,0.9190915822982788,0.20239008963108063,0.8460264801979065,0.8460264801979065,0.5469253063201904
19,0.9162526726722717,0.9162526726722717,0.1989661455154419,0.8460264801979065,0.8460264801979065,0.578565776348114
20,0.9240596294403076,0.9240596294403076,0.18932469189167023,0.8493377566337585,0.8493377566337585,0.5002979636192322
21,0.9283179640769958,0.9283179640769958,0.16310931742191315,0.8410596251487732,0.8410596251487732,0.5134982466697693
22,0.9382540583610535,0.9382540583610535,0.15060359239578247,0.8509933948516846,0.8509933948516846,0.5001548528671265
23,0.9375443458557129,0.9375443458557129,0.14081929624080658,0.8476821184158325,0.8476821184158325,0.6614137887954712
